                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.794,                 4.0339,                 1.6919,                0.00308,                0.70158,                0.05307,                0.03165,                 1.4931,                 3.3909,                 1.4636,                 0.0937,                 0.0007,                 0.0007
                      2,                 1.6731,                 3.9712,                 1.5684,                0.00295,                0.72923,                0.08143,                 0.0488,                 1.4106,                 3.3523,                 1.3988,                0.08645,              0.0014505,              0.0014505
                      3,                 1.6104,                 3.8281,                 1.4924,                0.00295,                0.73146,                0.13054,                0.07425,                 1.4018,                 3.1791,                 1.3609,               0.079148,              0.0021482,              0.0021482
                      4,                 1.5534,                 3.6532,                 1.4112,                0.00279,                0.71422,                0.09562,                0.04397,                 1.7212,                 3.1699,                 1.4712,               0.071793,              0.0027931,              0.0027931
                      5,                 1.5384,                 3.3645,                 1.4786,                0.00279,                0.69734,                0.05836,                0.02617,                  1.756,                 3.2279,                  1.555,               0.064385,              0.0033852,              0.0033852
                      6,                 1.4427,                  3.092,                 1.3582,                0.00252,                0.63493,                0.06181,                0.02912,                 1.8741,                 3.2898,                 1.6825,               0.056925,              0.0039245,              0.0039245
                      7,                 1.4382,                 2.6685,                   1.32,                0.31781,                0.15797,                0.10834,                0.03987,                 1.8424,                 3.2584,                 1.6596,               0.049411,               0.004411,               0.004411
                      8,                 1.4876,                 2.4754,                 1.3228,                0.59509,                0.04108,                 0.1426,                0.05578,                  1.798,                 3.2588,                  1.679,               0.041845,              0.0048447,              0.0048447
                      9,                 1.5279,                 2.4036,                 1.3502,                0.45113,                0.13152,                0.16561,                0.07663,                 1.7301,                 3.1864,                 1.6149,               0.034226,              0.0052256,              0.0052256
                     10,                 1.6047,                   2.29,                  1.349,                0.53631,                0.08421,                0.13936,                0.05498,                 1.9439,                 2.9952,                  1.602,               0.026554,              0.0055537,              0.0055537
                     11,                 1.4434,                 2.2067,                 1.3143,                0.35502,                0.12942,                0.09787,                0.03327,                 2.0976,                 3.0647,                 1.7756,               0.018829,               0.005829,               0.005829
                     12,                 1.5042,                 2.1286,                 1.3701,                0.24848,                0.16623,                0.09346,                 0.0348,                 1.8336,                 3.0002,                 1.7054,               0.011052,              0.0060515,              0.0060515
                     13,                 1.5327,                 2.0477,                 1.3617,                0.46873,                0.33493,                0.27461,                0.12505,                 1.8342,                 2.8418,                  1.781,                0.00604,                0.00604,                0.00604
                     14,                 1.6264,                 2.0821,                 1.4376,                 0.3438,                0.28562,                 0.2154,                0.10422,                 1.8832,                 3.2258,                 1.9976,                0.00571,                0.00571,                0.00571
                     15,                 1.5459,                 2.5614,                 1.4351,                0.39215,                0.28871,                  0.261,                0.11401,                 1.9563,                 3.0149,                 1.8771,                0.00538,                0.00538,                0.00538
                     16,                 1.5478,                 2.0955,                 1.4668,                0.50657,                0.43974,                0.41432,                0.20398,                 1.7759,                 2.2972,                 1.7341,                0.00505,                0.00505,                0.00505
                     17,                 1.4339,                  1.908,                 1.3542,                0.47513,                0.41678,                0.38794,                0.19034,                 1.7513,                 2.3405,                 1.7827,                0.00472,                0.00472,                0.00472
                     18,                 1.5549,                 1.9827,                 1.4982,                 0.3033,                0.28562,                0.20308,                0.08015,                 2.0724,                 3.2471,                 1.9529,                0.00439,                0.00439,                0.00439
                     19,                 1.4921,                 1.9523,                  1.409,                0.38032,                0.37683,                0.26252,                0.12006,                 1.8204,                 3.2167,                 1.8472,                0.00406,                0.00406,                0.00406
                     20,                  1.518,                 2.0173,                 1.4318,                0.32408,                0.42893,                0.22298,                0.10597,                 1.8252,                 4.4089,                 1.9358,                0.00373,                0.00373,                0.00373
                     21,                 1.4204,                 2.1216,                 1.4067,                 0.6084,                0.39601,                0.41224,                0.20614,                 1.7852,                 2.3028,                 1.8355,                 0.0034,                 0.0034,                 0.0034
                     22,                 1.4793,                 2.0633,                 1.5479,                0.57446,                 0.3936,                 0.3377,                 0.1655,                 1.7208,                 2.6228,                 1.7417,                0.00307,                0.00307,                0.00307
                     23,                 1.3946,                 1.7952,                 1.3172,                0.55527,                0.36717,                0.33097,                 0.1633,                  1.639,                 2.3452,                 1.5663,                0.00274,                0.00274,                0.00274
                     24,                 1.3453,                 1.7858,                 1.3233,                0.55981,                 0.3764,                0.35075,                0.18404,                 1.6188,                 2.2997,                 1.5711,                0.00241,                0.00241,                0.00241
                     25,                 1.5863,                 1.8688,                 1.4732,                0.57538,                0.40803,                0.38771,                0.20055,                  1.633,                 2.1703,                 1.5717,                0.00208,                0.00208,                0.00208
                     26,                 1.3466,                 1.5848,                 1.2964,                0.58061,                0.35341,                 0.3123,                0.15833,                 1.5973,                 2.4153,                 1.5289,                0.00175,                0.00175,                0.00175
                     27,                 1.3491,                 1.5973,                 1.2985,                 0.5613,                0.44229,                0.39393,                0.20243,                 1.5772,                 2.1994,                 1.5115,                0.00142,                0.00142,                0.00142
                     28,                 1.2503,                 1.4726,                 1.2588,                0.67386,                0.53376,                0.56113,                0.30576,                 1.5348,                 1.7403,                  1.489,                0.00109,                0.00109,                0.00109
                     29,                 1.1893,                 1.4165,                 1.2068,                0.73651,                0.57635,                0.63402,                 0.3556,                 1.5046,                 1.5743,                 1.4622,                0.00076,                0.00076,                0.00076
                     30,                  1.245,                 1.4457,                 1.2149,                0.73089,                0.58077,                0.63436,                0.36372,                  1.482,                 1.5712,                 1.4468,                0.00043,                0.00043,                0.00043
