                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6753,                 3.8671,                  1.609,                0.00267,                0.65881,                0.01837,                0.00868,                 1.4617,                 3.3631,                 1.4256,                 0.0901,                 0.0011,                 0.0011
                      2,                 1.5123,                 3.5715,                 1.4651,                0.00309,                0.76425,                0.11991,                0.06549,                  1.373,                 3.1753,                 1.3122,               0.079224,              0.0022241,              0.0022241
                      3,                  1.462,                 2.9324,                 1.4318,                0.00314,                0.79323,                0.12376,                0.06843,                 1.4053,                 3.1563,                 1.3359,               0.068269,               0.003269,               0.003269
                      4,                 1.4572,                 2.4739,                 1.4226,                 0.3131,                0.34815,                0.16066,                0.08202,                  1.502,                 3.1252,                  1.396,               0.057235,              0.0042347,              0.0042347
                      5,                 1.4186,                 2.2486,                 1.3486,                0.75527,                0.05467,                0.26595,                0.12845,                 1.5821,                 3.0216,                  1.531,               0.046121,              0.0051212,              0.0051212
                      6,                  1.394,                 2.0677,                 1.3439,                0.71376,                0.17859,                0.28929,                0.13328,                 1.6501,                 2.8841,                 1.6031,               0.034929,              0.0059285,              0.0059285
                      7,                 1.4234,                 1.9964,                 1.3459,                0.61567,                0.15018,                0.28888,                 0.1498,                  1.693,                 3.0927,                 1.7663,               0.023657,              0.0066566,              0.0066566
                      8,                 1.4765,                 1.9827,                 1.3564,                 0.4745,                0.09189,                0.11174,                0.05152,                 2.0442,                  4.344,                 2.2946,               0.012305,              0.0073055,              0.0073055
                      9,                  1.515,                 1.9667,                 1.4003,                0.15253,                0.21258,                0.05543,                0.01941,                 2.5507,                 7.6341,                 2.5865,                0.00736,                0.00736,                0.00736
                     10,                 1.5638,                 1.9856,                 1.4232,                0.18893,                0.05984,                0.02481,                0.00735,                 2.8194,                 5.4439,                 2.6717,                0.00703,                0.00703,                0.00703
                     11,                 1.5206,                 1.8852,                 1.3872,                0.07339,                 0.2028,                0.03373,                 0.0097,                 2.7829,                 5.9581,                  2.883,                 0.0067,                 0.0067,                 0.0067
                     12,                 1.5253,                 1.8414,                  1.358,                 0.3657,                0.33765,                0.26983,                 0.1091,                  2.153,                 2.7369,                 2.2687,                0.00637,                0.00637,                0.00637
                     13,                 1.5273,                 1.7634,                 1.3771,                0.34361,                0.31154,                0.23744,                 0.1006,                 2.0831,                  4.454,                 2.0337,                0.00604,                0.00604,                0.00604
                     14,                 1.4695,                 1.6635,                 1.3338,                0.56159,                0.42206,                0.43546,                0.20641,                 1.8128,                 2.3029,                 1.8086,                0.00571,                0.00571,                0.00571
                     15,                 1.4188,                 1.6004,                 1.3177,                0.51784,                0.34132,                0.32569,                0.17404,                 1.7493,                  2.936,                 1.8295,                0.00538,                0.00538,                0.00538
                     16,                 1.3969,                 1.5417,                 1.3202,                0.38014,                0.35952,                 0.2699,                0.13883,                 1.7763,                  3.229,                 1.9139,                0.00505,                0.00505,                0.00505
                     17,                 1.3627,                 1.4803,                 1.3022,                0.50174,                0.38813,                0.35593,                0.18789,                 1.7197,                 2.6063,                 1.7573,                0.00472,                0.00472,                0.00472
                     18,                 1.3386,                 1.4161,                 1.2832,                0.51274,                0.38546,                0.36771,                0.20379,                  1.658,                 2.9188,                 1.6675,                0.00439,                0.00439,                0.00439
                     19,                 1.2917,                 1.3674,                 1.2741,                 0.5606,                0.44893,                0.43599,                0.24178,                 1.6326,                 2.1465,                 1.6564,                0.00406,                0.00406,                0.00406
                     20,                 1.2679,                  1.294,                 1.2393,                 0.5224,                0.41035,                0.36955,                0.19563,                 1.6567,                 2.4557,                 1.6394,                0.00373,                0.00373,                0.00373
                     21,                 1.3348,                 1.4756,                 1.3144,                0.61488,                0.41176,                 0.4288,                0.21709,                 1.7562,                 2.1261,                 1.6815,                 0.0034,                 0.0034,                 0.0034
                     22,                 1.2892,                 1.3673,                 1.2786,                0.67336,                0.42188,                0.46951,                0.25103,                  1.649,                 2.3166,                 1.5618,                0.00307,                0.00307,                0.00307
                     23,                 1.2517,                 1.2986,                 1.2535,                0.68902,                0.52117,                0.56335,                0.29817,                 1.6315,                 1.8058,                 1.5076,                0.00274,                0.00274,                0.00274
                     24,                 1.2404,                 1.2475,                 1.2225,                0.71841,                0.48893,                0.55878,                 0.3063,                 1.6288,                 1.7799,                 1.4916,                0.00241,                0.00241,                0.00241
                     25,                 1.2054,                 1.2102,                 1.2041,                0.71195,                0.51829,                0.57336,                0.32272,                 1.5495,                 1.7003,                 1.4392,                0.00208,                0.00208,                0.00208
                     26,                 1.1535,                 1.1124,                 1.1767,                0.73186,                0.54435,                0.61137,                0.35699,                 1.4839,                 1.5963,                 1.4028,                0.00175,                0.00175,                0.00175
                     27,                 1.1468,                 1.1058,                 1.1905,                0.70353,                0.57363,                0.61826,                0.35534,                 1.4816,                  1.585,                 1.4153,                0.00142,                0.00142,                0.00142
                     28,                 1.1103,                 1.0526,                 1.1507,                0.74178,                0.61541,                0.67816,                0.39471,                 1.4678,                 1.4003,                 1.4124,                0.00109,                0.00109,                0.00109
                     29,                 1.1055,                  1.034,                 1.1533,                0.79544,                0.63498,                  0.728,                0.43081,                  1.438,                 1.3047,                 1.3842,                0.00076,                0.00076,                0.00076
                     30,                 1.0866,                  1.014,                 1.1353,                0.79421,                0.62672,                 0.7236,                0.42856,                 1.4385,                 1.3195,                 1.3761,                0.00043,                0.00043,                0.00043
