                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4862,                 5.2656,                 1.3761,                0.00317,                0.66231,                0.04251,                0.02338,                 1.5111,                  3.295,                  1.493,                 0.0937,                 0.0007,                 0.0007
                      2,                 1.6331,                 3.8849,                 1.5251,                0.00395,                0.65338,                0.06476,                0.03661,                 1.4503,                 3.3846,                 1.4134,                0.08645,              0.0014505,              0.0014505
                      3,                 1.5531,                 3.7801,                 1.4275,                0.00472,                0.68577,                0.12713,                0.06977,                 1.4534,                 3.3548,                 1.3862,               0.079148,              0.0021482,              0.0021482
                      4,                  1.447,                 3.5061,                 1.3615,                0.00458,                0.76367,                0.13939,                0.06415,                  1.659,                 3.3064,                 1.4453,               0.071793,              0.0027931,              0.0027931
                      5,                 1.4374,                 3.2941,                 1.2977,                0.00391,                0.81066,                0.18032,                0.08264,                 1.6024,                 3.2017,                 1.3881,               0.064385,              0.0033852,              0.0033852
                      6,                 1.4731,                 2.9643,                 1.3227,                0.00377,                0.78841,                0.19334,                0.08827,                 1.5233,                 3.2018,                 1.4044,               0.056925,              0.0039245,              0.0039245
                      7,                 1.4884,                 2.7154,                 1.3004,                0.73227,                0.05333,                0.21715,                0.09818,                 1.6121,                 3.1063,                 1.4047,               0.049411,               0.004411,               0.004411
                      8,                  1.438,                 2.5045,                 1.2673,                0.54329,                0.06141,                0.20943,                0.10094,                 1.5154,                  3.016,                 1.3803,               0.041845,              0.0048447,              0.0048447
                      9,                 1.4655,                 2.2393,                 1.2847,                0.54594,                0.04471,                0.24155,                0.11375,                 1.5829,                 2.9914,                 1.4824,               0.034226,              0.0052256,              0.0052256
                     10,                 1.4668,                 2.0234,                 1.2683,                0.63826,                0.14576,                0.33366,                0.16186,                  1.619,                 2.7982,                 1.4873,               0.026554,              0.0055537,              0.0055537
                     11,                 1.5343,                 2.1273,                 1.3409,                  0.518,                0.10318,                0.21361,                0.09861,                  1.703,                 2.9668,                 1.6249,               0.018829,               0.005829,               0.005829
                     12,                 1.5372,                 2.0749,                 1.3321,                0.44847,                  0.155,                0.21969,                0.10945,                 1.8325,                 3.1545,                 1.7995,               0.011052,              0.0060515,              0.0060515
                     13,                 1.4988,                 2.0009,                 1.2961,                0.28147,                0.21688,                0.18183,                0.08326,                 1.8967,                 2.8987,                 1.8385,                0.00604,                0.00604,                0.00604
                     14,                 1.5177,                 2.0158,                 1.3498,                0.36342,                0.30497,                0.25317,                0.12072,                 1.8521,                 2.7653,                 1.7848,                0.00571,                0.00571,                0.00571
                     15,                 1.5977,                 2.3489,                  1.428,                0.39056,                 0.2943,                0.25197,                0.12481,                 1.8502,                 2.8651,                 1.9123,                0.00538,                0.00538,                0.00538
                     16,                 1.4393,                 1.9393,                  1.338,                0.45056,                0.28163,                0.26232,                0.12608,                 1.9232,                 2.7755,                 1.8117,                0.00505,                0.00505,                0.00505
                     17,                 1.4696,                 1.7624,                  1.306,                0.29475,                0.09379,                0.08281,                0.03854,                 2.1981,                 3.6846,                 2.3776,                0.00472,                0.00472,                0.00472
                     18,                 1.4234,                 1.8712,                 1.3472,                0.28564,                0.28364,                  0.177,                0.08472,                 1.9626,                 3.3888,                 2.0678,                0.00439,                0.00439,                0.00439
                     19,                 1.3977,                 1.7688,                 1.2951,                 0.3411,                0.22937,                0.17921,                0.07908,                 2.1209,                  3.218,                 2.2321,                0.00406,                0.00406,                0.00406
                     20,                 1.3083,                 1.6031,                 1.2574,                0.52787,                0.36199,                0.35679,                0.18586,                 1.7711,                  2.701,                 1.7898,                0.00373,                0.00373,                0.00373
                     21,                 1.5021,                 1.9151,                 1.3675,                0.55307,                0.42778,                0.44122,                0.21787,                 1.8202,                 2.3346,                 1.8081,                 0.0034,                 0.0034,                 0.0034
                     22,                 1.4221,                 1.8318,                 1.3881,                 0.4568,                0.36131,                0.31466,                0.17579,                 1.7626,                 2.6688,                 1.7394,                0.00307,                0.00307,                0.00307
                     23,                 1.3053,                 1.6806,                 1.2564,                0.64515,                0.47502,                0.50289,                0.27883,                 1.6698,                 1.9385,                 1.5557,                0.00274,                0.00274,                0.00274
                     24,                 1.3562,                 1.6449,                  1.285,                0.65201,                0.53517,                0.57529,                0.31588,                 1.6071,                 1.7318,                 1.4945,                0.00241,                0.00241,                0.00241
                     25,                 1.3069,                 1.6547,                 1.2495,                0.71328,                0.55543,                0.60802,                  0.342,                 1.5566,                 1.5876,                 1.4566,                0.00208,                0.00208,                0.00208
                     26,                 1.2377,                  1.499,                 1.1943,                 0.7068,                0.56125,                0.60536,                0.34152,                 1.6027,                 1.6489,                 1.4819,                0.00175,                0.00175,                0.00175
                     27,                 1.2229,                 1.7037,                 1.1583,                0.68641,                0.56637,                 0.6051,                0.34291,                 1.5729,                 1.5416,                 1.4257,                0.00142,                0.00142,                0.00142
                     28,                 1.2511,                 1.4756,                  1.165,                0.67218,                0.56458,                0.59591,                0.33492,                 1.5706,                  1.562,                 1.3953,                0.00109,                0.00109,                0.00109
                     29,                 1.1285,                 1.2902,                 1.1149,                0.70637,                0.59067,                0.63139,                0.36124,                 1.5181,                  1.453,                 1.3631,                0.00076,                0.00076,                0.00076
                     30,                 1.3151,                 1.5989,                 1.2178,                0.74028,                0.60905,                0.66381,                0.38576,                 1.4631,                 1.3781,                  1.331,                0.00043,                0.00043,                0.00043
