                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7309,                 4.0609,                 1.6427,                0.00275,                0.70598,                0.06937,                0.03971,                   1.47,                 3.3658,                 1.4627,                 0.0919,                 0.0009,                 0.0009
                      2,                 1.5333,                   3.87,                 1.5046,                0.00314,                 0.7817,                0.11281,                0.05894,                  1.409,                 3.2027,                 1.3452,               0.082837,              0.0018373,              0.0018373
                      3,                 1.4244,                 3.5358,                 1.3897,                0.00309,                0.77569,                0.14478,                0.07177,                  1.487,                 3.1878,                 1.3639,               0.073709,              0.0027086,              0.0027086
                      4,                 1.4001,                 3.0197,                 1.3662,                 0.7175,                0.20466,                0.24313,                0.12401,                 1.5271,                 3.0562,                 1.3421,               0.064514,              0.0035139,              0.0035139
                      5,                 1.4531,                 2.5206,                 1.3519,                0.77524,                0.07957,                0.31467,                0.14694,                 1.5918,                 2.9272,                 1.3242,               0.055253,              0.0042532,              0.0042532
                      6,                 1.4099,                 2.2582,                 1.3173,                0.80148,                 0.1681,                0.40447,                0.22092,                 1.4487,                 2.7886,                 1.3051,               0.045927,              0.0049265,              0.0049265
                      7,                 1.4212,                 2.1744,                 1.3202,                0.72381,                0.18275,                0.37824,                0.20264,                 1.5341,                 2.8433,                 1.4229,               0.036534,              0.0055338,              0.0055338
                      8,                 1.4356,                 2.0969,                 1.3262,                0.64712,                0.20496,                0.35537,                0.17416,                 1.6032,                 2.7399,                 1.4584,               0.027075,              0.0060751,              0.0060751
                      9,                 1.4418,                 2.0602,                 1.3551,                0.66427,                0.07867,                0.26517,                0.12328,                 1.8634,                 3.1814,                   1.89,                0.01755,              0.0065504,              0.0065504
                     10,                 1.4843,                  2.048,                 1.4064,                0.48141,                0.38152,                 0.3243,                0.14871,                 1.8382,                 2.7201,                 1.6576,              0.0079597,              0.0069597,              0.0069597
                     11,                 1.4781,                 1.9655,                  1.356,                0.44586,                0.33232,                0.28618,                0.14183,                 1.8915,                 2.7582,                 1.8688,                 0.0067,                 0.0067,                 0.0067
                     12,                  1.509,                 1.9355,                 1.3907,                0.36885,                0.11948,                0.05821,                0.02535,                 2.3837,                 5.7228,                 2.7483,                0.00637,                0.00637,                0.00637
                     13,                 1.5437,                 1.9252,                 1.3864,                  0.244,                0.23292,                0.08917,                0.03485,                 2.2361,                 5.2324,                 2.2888,                0.00604,                0.00604,                0.00604
                     14,                 1.4767,                 1.8461,                 1.3541,                0.25946,                0.33657,                0.16123,                0.06808,                 2.2423,                 4.4897,                 2.3121,                0.00571,                0.00571,                0.00571
                     15,                 1.4354,                 1.7662,                 1.3638,                0.46621,                0.38361,                0.34254,                0.16619,                 1.9118,                 3.1438,                 1.9789,                0.00538,                0.00538,                0.00538
                     16,                 1.4546,                 1.7282,                 1.3714,                0.35445,                0.34286,                0.24537,                0.13048,                 2.0475,                 4.8557,                 2.2201,                0.00505,                0.00505,                0.00505
                     17,                 1.3957,                 1.6475,                 1.3415,                0.36574,                 0.3298,                0.25616,                0.13132,                 1.8993,                 4.3369,                 1.9811,                0.00472,                0.00472,                0.00472
                     18,                 1.3835,                 1.5802,                 1.3332,                0.36918,                 0.3277,                0.24224,                0.12715,                 1.8992,                 3.6809,                 1.9557,                0.00439,                0.00439,                0.00439
                     19,                 1.3432,                 1.5455,                 1.3006,                0.38288,                0.40753,                0.28002,                0.15236,                 1.7956,                 3.5186,                 1.8125,                0.00406,                0.00406,                0.00406
                     20,                 1.3499,                 1.5527,                 1.3191,                0.47379,                0.45699,                0.37714,                0.21282,                 1.6305,                 3.0397,                 1.6555,                0.00373,                0.00373,                0.00373
                     21,                 1.3376,                 1.6551,                 1.3173,                0.45893,                0.32893,                0.28176,                0.13988,                 1.7303,                  2.932,                 1.7163,                 0.0034,                 0.0034,                 0.0034
                     22,                 1.2761,                 1.5409,                 1.2673,                0.62576,                 0.4082,                0.48705,                0.27465,                 1.6358,                 2.1459,                 1.5686,                0.00307,                0.00307,                0.00307
                     23,                 1.2575,                 1.4212,                 1.2265,                0.62258,                0.50618,                0.52981,                0.28207,                 1.6627,                 1.8964,                 1.5572,                0.00274,                0.00274,                0.00274
                     24,                 1.2179,                 1.3589,                 1.2023,                0.62767,                0.46714,                0.49295,                0.26944,                 1.6816,                  2.031,                 1.5613,                0.00241,                0.00241,                0.00241
                     25,                  1.239,                 1.3656,                 1.2277,                 0.7032,                0.56034,                0.61058,                0.33624,                 1.5802,                   1.62,                 1.4972,                0.00208,                0.00208,                0.00208
                     26,                 1.2355,                 1.3154,                 1.2161,                0.75725,                0.59211,                0.65742,                0.38021,                 1.5384,                  1.539,                  1.456,                0.00175,                0.00175,                0.00175
                     27,                 1.1974,                 1.2487,                 1.1933,                0.79203,                0.65052,                0.72282,                0.41447,                 1.4933,                 1.3474,                 1.4162,                0.00142,                0.00142,                0.00142
                     28,                 1.1532,                 1.1872,                  1.167,                0.80769,                0.63724,                0.70819,                0.40801,                 1.5267,                 1.4091,                 1.4322,                0.00109,                0.00109,                0.00109
                     29,                 1.1664,                 1.1988,                 1.1825,                0.82494,                0.66007,                0.74098,                0.43548,                 1.4553,                 1.2587,                 1.3774,                0.00076,                0.00076,                0.00076
                     30,                 1.1249,                 1.1114,                 1.1491,                 0.8325,                0.66537,                0.74597,                0.43677,                  1.458,                 1.2336,                 1.3784,                0.00043,                0.00043,                0.00043
