                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.843,                 4.0796,                 1.7109,                0.00287,                0.70989,                0.07737,                0.04338,                 1.4673,                  3.265,                 1.4427,                 0.0874,                 0.0014,                 0.0014
                      2,                 1.6092,                 3.7876,                 1.5153,                0.00307,                0.78668,                0.13148,                0.06798,                 1.4526,                 3.1713,                 1.3386,               0.073804,              0.0028043,              0.0028043
                      3,                 1.5362,                 3.2992,                 1.4004,                 0.0029,                0.69485,                0.09719,                0.04134,                 1.8503,                 3.3906,                 1.6578,                0.06011,              0.0041096,              0.0041096
                      4,                 1.5944,                 2.6944,                 1.4071,                0.66938,                0.08253,                0.21953,                0.10579,                 1.5962,                 2.9951,                 1.4129,               0.046316,              0.0053159,              0.0053159
                      5,                 1.6127,                 2.4527,                 1.4433,                0.38814,                0.04558,                0.08268,                0.03327,                 2.0596,                 3.5902,                 2.0952,               0.032423,              0.0064232,              0.0064232
                      6,                 1.6246,                 2.3747,                 1.4297,                0.62099,                0.08073,                0.14067,                0.05107,                 2.2333,                 3.4016,                 2.3823,               0.018431,              0.0074315,              0.0074315
                      7,                 1.5963,                 2.2399,                 1.4268,                0.09971,                0.14631,                 0.0389,                0.01504,                 2.2824,                  4.297,                 2.2214,                0.00802,                0.00802,                0.00802
                      8,                 1.7513,                 2.3765,                 1.5953,                0.21995,                0.21987,                0.12295,                0.05152,                 2.1852,                 4.5475,                 2.2113,                0.00769,                0.00769,                0.00769
                      9,                 1.7061,                 2.2374,                 1.5307,                0.24132,                0.22777,                0.13837,                0.06455,                 2.0974,                 3.5746,                 2.1892,                0.00736,                0.00736,                0.00736
                     10,                 1.6415,                 2.0989,                 1.5121,                0.22071,                0.20289,                0.12453,                0.04366,                 2.4285,                 7.7256,                 2.6775,                0.00703,                0.00703,                0.00703
                     11,                 1.6363,                 1.9797,                 1.4837,                0.36919,                0.34056,                0.24019,                0.10109,                 2.0771,                 3.7964,                 2.0132,                 0.0067,                 0.0067,                 0.0067
                     12,                 1.6165,                 1.8829,                 1.4844,                0.37719,                0.31459,                 0.2556,                0.12013,                 1.8902,                 3.4338,                 1.9146,                0.00637,                0.00637,                0.00637
                     13,                 1.5783,                  1.777,                 1.4567,                0.34948,                0.38708,                0.23501,                 0.1077,                 2.0069,                 3.3526,                 2.0844,                0.00604,                0.00604,                0.00604
                     14,                 1.5633,                 1.7332,                 1.4572,                0.34377,                0.24887,                0.19439,                0.08793,                 2.1971,                 3.4419,                 2.3166,                0.00571,                0.00571,                0.00571
                     15,                 1.5392,                 1.6391,                 1.4351,                0.47435,                0.41523,                0.37141,                0.17237,                 1.8989,                 2.4069,                 1.7646,                0.00538,                0.00538,                0.00538
                     16,                 1.4543,                 1.5351,                 1.3686,                0.51087,                 0.4094,                0.39621,                 0.1893,                 1.8579,                  2.796,                  1.701,                0.00505,                0.00505,                0.00505
                     17,                 1.4552,                 1.5011,                 1.3903,                0.52363,                0.45156,                0.42978,                0.22284,                 1.7472,                 2.6553,                 1.6317,                0.00472,                0.00472,                0.00472
                     18,                 1.4351,                  1.423,                 1.3409,                0.63015,                0.35599,                0.40819,                0.19096,                 1.8398,                 2.7263,                 1.6881,                0.00439,                0.00439,                0.00439
                     19,                 1.4463,                 1.4607,                 1.3371,                0.66279,                0.55987,                0.61068,                0.32502,                 1.6391,                 1.8082,                 1.5383,                0.00406,                0.00406,                0.00406
                     20,                 1.3611,                 1.3326,                 1.3009,                0.71668,                 0.5779,                0.62948,                 0.3449,                 1.5687,                 1.5786,                 1.5001,                0.00373,                0.00373,                0.00373
                     21,                 1.4395,                 1.5684,                 1.3671,                0.44883,                0.40032,                0.34923,                0.18483,                 1.6675,                   2.37,                 1.6482,                 0.0034,                 0.0034,                 0.0034
                     22,                 1.3659,                 1.4584,                 1.3521,                0.64762,                0.56481,                0.57856,                 0.3122,                 1.6212,                 1.6902,                 1.5521,                0.00307,                0.00307,                0.00307
                     23,                  1.409,                 1.3026,                 1.3348,                0.68757,                0.55692,                 0.5892,                0.33543,                 1.5813,                  1.666,                 1.4958,                0.00274,                0.00274,                0.00274
                     24,                 1.3969,                 1.4091,                 1.3392,                0.73159,                0.57959,                0.64441,                0.36823,                 1.5528,                 1.5043,                 1.4635,                0.00241,                0.00241,                0.00241
                     25,                 1.3171,                  1.216,                 1.2864,                 0.7707,                0.58669,                0.67371,                0.38184,                  1.566,                 1.4828,                 1.4648,                0.00208,                0.00208,                0.00208
                     26,                 1.2805,                 1.1469,                 1.2486,                 0.7165,                0.60317,                0.66548,                0.38588,                 1.4981,                 1.5335,                 1.4179,                0.00175,                0.00175,                0.00175
                     27,                 1.2852,                 1.1294,                 1.2642,                0.78235,                0.60803,                0.69656,                0.40538,                 1.4953,                 1.4133,                 1.4192,                0.00142,                0.00142,                0.00142
                     28,                 1.2697,                 1.1574,                 1.2319,                 0.7813,                0.64666,                0.72638,                0.43061,                 1.4608,                 1.2812,                 1.3983,                0.00109,                0.00109,                0.00109
                     29,                  1.214,                 1.0471,                 1.2279,                0.83774,                0.65631,                0.75212,                0.44955,                 1.4509,                 1.2034,                 1.3921,                0.00076,                0.00076,                0.00076
                     30,                 1.2223,                  1.033,                   1.22,                0.81445,                 0.6729,                0.75881,                0.45941,                  1.416,                 1.1762,                 1.3651,                0.00043,                0.00043,                0.00043
