                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6366,                 3.9045,                 1.5883,                0.00294,                0.73289,                0.07722,                0.04391,                 1.3777,                 3.2092,                 1.3497,                 0.0874,                 0.0014,                 0.0014
                      2,                 1.5212,                 3.6244,                 1.4707,                0.00288,                 0.7351,                0.19082,                0.09888,                 1.5304,                 3.2136,                  1.437,               0.073804,              0.0028043,              0.0028043
                      3,                  1.467,                 2.8308,                 1.3521,                0.00304,                0.78191,                0.15434,                0.06706,                 1.8144,                 3.2259,                 1.5341,                0.06011,              0.0041096,              0.0041096
                      4,                 1.5246,                  2.668,                 1.3315,                0.72077,                 0.1293,                0.23063,                0.09101,                 1.8034,                 2.9163,                 1.5088,               0.046316,              0.0053159,              0.0053159
                      5,                 1.4675,                 2.3614,                 1.3329,                0.49807,                0.09839,                 0.2971,                0.13948,                  1.654,                 2.9117,                 1.4772,               0.032423,              0.0064232,              0.0064232
                      6,                 1.5198,                 2.1857,                 1.3736,                0.29274,                0.21827,                0.14326,                0.05643,                 2.1005,                 2.9601,                 1.8583,               0.018431,              0.0074315,              0.0074315
                      7,                 1.5561,                 2.1039,                 1.4243,                0.08274,                0.19469,                0.04794,                0.01959,                 2.1404,                 5.6028,                 2.3145,                0.00802,                0.00802,                0.00802
                      8,                 1.5504,                 2.0355,                 1.4319,                0.24854,                0.23565,                0.16158,                0.05578,                 2.1583,                 8.7813,                 2.5163,                0.00769,                0.00769,                0.00769
                      9,                 1.5802,                 2.0185,                 1.4452,                0.33346,                0.24666,                0.18779,                0.07472,                 2.2353,                 6.4451,                 2.5703,                0.00736,                0.00736,                0.00736
                     10,                   1.52,                 1.9014,                 1.4515,                0.33395,                0.29484,                0.22506,                 0.0942,                 2.1557,                 3.0617,                 2.3888,                0.00703,                0.00703,                0.00703
                     11,                 1.4833,                 1.7797,                 1.4129,                0.52584,                0.39238,                0.39493,                0.18996,                 1.9059,                 2.5301,                 1.9481,                 0.0067,                 0.0067,                 0.0067
                     12,                  1.489,                 1.7822,                 1.4059,                0.18488,                0.17312,                0.12859,                0.06661,                 1.9696,                  4.554,                 1.9419,                0.00637,                0.00637,                0.00637
                     13,                 1.4769,                 1.5977,                 1.3889,                0.42306,                0.18362,                0.17339,                0.08075,                 2.0037,                  6.033,                 2.0618,                0.00604,                0.00604,                0.00604
                     14,                 1.4553,                 1.5651,                 1.3697,                0.49783,                0.39911,                0.38863,                0.19751,                 1.8183,                 2.4336,                 1.8026,                0.00571,                0.00571,                0.00571
                     15,                 1.3948,                 1.5195,                 1.3431,                0.49384,                0.33128,                0.30226,                0.14661,                  1.874,                 4.0054,                 1.8571,                0.00538,                0.00538,                0.00538
                     16,                 1.3473,                 1.4244,                 1.3153,                0.63352,                  0.251,                0.28105,                0.14392,                 1.7329,                 3.1504,                 1.6853,                0.00505,                0.00505,                0.00505
                     17,                 1.3758,                 1.4355,                 1.3286,                0.45546,                0.44863,                 0.3377,                0.18097,                 1.6899,                 2.9496,                 1.6206,                0.00472,                0.00472,                0.00472
                     18,                 1.3219,                 1.3493,                 1.2813,                0.58805,                0.39345,                0.41406,                 0.2256,                 1.7002,                  2.502,                 1.6576,                0.00439,                0.00439,                0.00439
                     19,                 1.2885,                 1.3373,                 1.2616,                0.67576,                0.53126,                0.56065,                0.28417,                 1.6873,                 1.8458,                 1.6247,                0.00406,                0.00406,                0.00406
                     20,                  1.268,                 1.2615,                 1.2501,                0.69354,                   0.55,                0.60229,                0.32088,                 1.6303,                 1.6215,                 1.5285,                0.00373,                0.00373,                0.00373
                     21,                  1.295,                 1.4088,                 1.2866,                0.68964,                0.53388,                0.60935,                0.33228,                 1.6186,                 1.7329,                 1.4807,                 0.0034,                 0.0034,                 0.0034
                     22,                 1.2636,                 1.2715,                 1.2588,                0.70582,                 0.5668,                0.61993,                 0.3432,                 1.6284,                 1.5762,                 1.5034,                0.00307,                0.00307,                0.00307
                     23,                 1.2562,                 1.2276,                 1.2313,                0.69512,                0.51642,                0.58047,                0.33891,                 1.5146,                 1.7095,                 1.4352,                0.00274,                0.00274,                0.00274
                     24,                 1.2989,                 1.2506,                 1.2814,                0.76922,                0.58629,                0.66175,                0.38546,                 1.5398,                 1.4038,                 1.4101,                0.00241,                0.00241,                0.00241
                     25,                 1.2261,                 1.1214,                 1.2127,                0.77365,                0.64165,                0.69991,                0.41542,                 1.4561,                 1.2859,                 1.3492,                0.00208,                0.00208,                0.00208
                     26,                 1.1724,                 1.0781,                 1.1773,                0.77256,                0.63725,                0.70672,                0.42316,                 1.4607,                 1.2839,                 1.3527,                0.00175,                0.00175,                0.00175
                     27,                 1.1687,                 1.0536,                 1.1922,                0.78354,                0.65405,                0.73428,                0.43838,                 1.4255,                 1.2178,                 1.3281,                0.00142,                0.00142,                0.00142
                     28,                  1.115,                 1.0015,                 1.1606,                0.76064,                0.64827,                0.71659,                0.43921,                 1.3928,                 1.2661,                 1.3026,                0.00109,                0.00109,                0.00109
                     29,                 1.0771,                0.99341,                 1.1324,                0.78753,                0.64705,                0.72662,                0.43428,                 1.4079,                 1.2355,                 1.3281,                0.00076,                0.00076,                0.00076
                     30,                 1.0609,                0.97692,                 1.1164,                0.82782,                0.65692,                 0.7516,                0.45763,                 1.3906,                 1.1464,                 1.3163,                0.00043,                0.00043,                0.00043
