                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6976,                 3.9142,                 1.6084,                0.00278,                 0.7062,                0.05294,                0.02698,                 1.4847,                 3.3931,                 1.4555,                 0.0919,                 0.0009,                 0.0009
                      2,                 1.5835,                 3.8446,                  1.544,                0.00315,                0.78902,                0.08671,                0.04302,                 1.3856,                 3.1916,                 1.3303,               0.082837,              0.0018373,              0.0018373
                      3,                 1.4365,                 3.4423,                 1.4151,                0.00309,                0.79484,                 0.1505,                0.07002,                 1.4679,                 3.1174,                 1.3015,               0.073709,              0.0027086,              0.0027086
                      4,                 1.4975,                 2.9509,                 1.4031,                0.00327,                0.84152,                0.14751,                0.07141,                 1.5436,                 3.0793,                  1.326,               0.064514,              0.0035139,              0.0035139
                      5,                 1.4648,                 2.6448,                 1.3689,                0.76694,                0.08543,                0.22165,                0.10183,                 1.6284,                 3.0867,                 1.4182,               0.055253,              0.0042532,              0.0042532
                      6,                 1.4475,                 2.3265,                 1.3631,                0.76895,                0.05427,                0.23405,                0.10613,                 1.7568,                 3.1928,                 1.6525,               0.045927,              0.0049265,              0.0049265
                      7,                 1.4434,                 2.2161,                 1.3463,                0.78125,                0.04808,                0.29821,                 0.1468,                 1.6131,                 3.0534,                 1.5539,               0.036534,              0.0055338,              0.0055338
                      8,                 1.4671,                 2.1437,                 1.3736,                0.73965,                0.09702,                0.29719,                0.12848,                 1.8638,                  2.998,                 1.7152,               0.027075,              0.0060751,              0.0060751
                      9,                 1.4531,                 2.0066,                 1.3561,                0.69582,                0.11191,                0.16397,                0.06585,                 2.0009,                 3.0797,                 1.7784,                0.01755,              0.0065504,              0.0065504
                     10,                 1.4975,                 1.9774,                 1.3745,                 0.5893,                0.11599,                 0.1907,                0.08019,                   1.97,                 3.1105,                 1.8143,              0.0079597,              0.0069597,              0.0069597
                     11,                 1.4519,                 1.9075,                 1.3611,                0.21528,                0.12754,                0.05858,                0.02194,                 2.2471,                 3.2678,                 1.9888,                 0.0067,                 0.0067,                 0.0067
                     12,                 1.4874,                  1.876,                 1.3994,                0.57942,                0.08725,                0.09387,                 0.0352,                  2.118,                  3.327,                 2.1531,                0.00637,                0.00637,                0.00637
                     13,                 1.4592,                  1.855,                 1.4105,                0.28367,                0.22258,                0.11868,                0.04764,                 2.2561,                 3.1539,                 2.4375,                0.00604,                0.00604,                0.00604
                     14,                 1.4918,                 1.8231,                 1.4462,                0.36178,                0.29294,                0.22893,                0.10135,                 1.9787,                 2.9607,                 2.0309,                0.00571,                0.00571,                0.00571
                     15,                 1.4093,                 1.6441,                 1.3698,                0.29657,                0.36292,                0.19625,                0.08184,                  2.118,                 3.6363,                 2.2912,                0.00538,                0.00538,                0.00538
                     16,                 1.4697,                 1.7204,                 1.3889,                0.41854,                0.31957,                0.28017,                0.13494,                 1.8556,                 2.5366,                 1.9566,                0.00505,                0.00505,                0.00505
                     17,                 1.4019,                 1.5958,                 1.3459,                0.43964,                0.40142,                0.32871,                 0.1631,                 1.7954,                 2.5068,                 1.8395,                0.00472,                0.00472,                0.00472
                     18,                  1.424,                 1.5619,                 1.3485,                0.46077,                0.37938,                0.33576,                0.17348,                 1.7676,                 2.7571,                 1.8267,                0.00439,                0.00439,                0.00439
                     19,                 1.3649,                 1.5402,                 1.3176,                0.63255,                 0.3305,                0.35414,                0.17725,                 1.7355,                 2.4548,                 1.7268,                0.00406,                0.00406,                0.00406
                     20,                 1.3259,                  1.459,                 1.3183,                0.65575,                0.36622,                0.38121,                0.19581,                 1.6959,                 2.2853,                 1.5946,                0.00373,                0.00373,                0.00373
                     21,                 1.3273,                 1.5223,                 1.3048,                  0.618,                0.43906,                0.45269,                0.22755,                 1.7311,                 2.0454,                 1.5845,                 0.0034,                 0.0034,                 0.0034
                     22,                 1.2949,                  1.425,                 1.2751,                0.64886,                0.51419,                 0.5442,                0.28489,                 1.6852,                 1.8329,                 1.5495,                0.00307,                0.00307,                0.00307
                     23,                 1.2614,                 1.3686,                 1.2571,                0.69028,                0.53779,                0.58875,                0.31852,                  1.612,                 1.7299,                 1.4957,                0.00274,                0.00274,                0.00274
                     24,                   1.25,                 1.3153,                 1.2599,                0.74656,                 0.5848,                0.65713,                 0.3658,                 1.5756,                 1.5871,                 1.4933,                0.00241,                0.00241,                0.00241
                     25,                 1.2108,                 1.2475,                 1.2267,                0.70979,                0.58158,                0.63381,                0.34184,                 1.6216,                 1.5899,                 1.5364,                0.00208,                0.00208,                0.00208
                     26,                  1.192,                 1.1925,                 1.2038,                0.73554,                0.51199,                0.60642,                0.34568,                 1.5624,                 1.6911,                 1.5005,                0.00175,                0.00175,                0.00175
                     27,                 1.1655,                 1.1728,                 1.2066,                0.75243,                0.61269,                0.68038,                0.37541,                 1.5705,                 1.4166,                 1.4863,                0.00142,                0.00142,                0.00142
                     28,                 1.1566,                 1.1416,                 1.1904,                0.76723,                0.60605,                0.68668,                0.38683,                 1.5338,                 1.4064,                 1.4743,                0.00109,                0.00109,                0.00109
                     29,                  1.113,                 1.1203,                 1.1723,                0.78934,                0.63031,                0.71343,                0.41192,                 1.5029,                 1.3234,                 1.4417,                0.00076,                0.00076,                0.00076
                     30,                 1.0561,                 1.0562,                 1.1337,                0.78996,                0.64186,                0.72203,                0.42015,                 1.4679,                 1.2728,                 1.4155,                0.00043,                0.00043,                0.00043
