                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7804,                 4.1355,                 1.6604,                0.00285,                0.70556,                0.04615,                0.02649,                 1.4355,                 3.2577,                 1.4184,                 0.0874,                 0.0014,                 0.0014
                      2,                 1.6175,                 3.9528,                 1.5037,                0.00322,                0.79582,                0.19348,                0.10796,                 1.3978,                 3.1294,                 1.3647,               0.073804,              0.0028043,              0.0028043
                      3,                 1.5382,                 3.2656,                 1.3722,                0.78812,                0.05327,                0.30323,                0.16113,                 1.4367,                 3.0002,                 1.3771,                0.06011,              0.0041096,              0.0041096
                      4,                 1.5776,                 2.9127,                 1.3768,                 0.7071,                0.08409,                0.23906,                0.10792,                  1.704,                 2.9118,                 1.4404,               0.046316,              0.0053159,              0.0053159
                      5,                 1.5931,                 2.5599,                 1.4296,                 0.6008,                0.09548,                 0.2044,                0.09793,                 1.7734,                 3.0337,                 1.6703,               0.032423,              0.0064232,              0.0064232
                      6,                 1.6356,                 2.3708,                 1.4602,                0.37648,                0.25258,                0.22292,                 0.1025,                 1.8492,                 2.9074,                 1.8827,               0.018431,              0.0074315,              0.0074315
                      7,                 1.6711,                 2.3796,                 1.5081,                0.00499,                0.03258,                0.00089,                0.00026,                 3.8332,                 15.629,                 7.0107,                0.00802,                0.00802,                0.00802
                      8,                 1.7363,                 2.3807,                 1.5702,                0.04288,                0.04517,                0.01245,                0.00449,                 2.5643,                 4.1231,                 2.3227,                0.00769,                0.00769,                0.00769
                      9,                 1.6986,                 2.2399,                 1.5464,                 0.1768,                0.06241,                0.04191,                0.01839,                 2.4783,                 3.5127,                  2.279,                0.00736,                0.00736,                0.00736
                     10,                 1.6825,                 2.0681,                 1.5337,                0.25843,                0.24783,                0.16103,                0.07155,                 2.1552,                 3.7797,                 2.1953,                0.00703,                0.00703,                0.00703
                     11,                 1.6475,                  2.033,                 1.4929,                0.32217,                0.16422,                0.13737,                0.05544,                 2.3848,                 4.8397,                 2.7197,                 0.0067,                 0.0067,                 0.0067
                     12,                 1.6528,                 1.9464,                 1.5053,                0.17432,                0.16589,                0.08924,                0.04252,                 2.1333,                 4.9568,                 2.2141,                0.00637,                0.00637,                0.00637
                     13,                 1.5771,                 1.8726,                 1.4661,                0.44751,                0.25422,                0.19402,                0.09543,                 2.0044,                 4.9687,                 2.1303,                0.00604,                0.00604,                0.00604
                     14,                 1.5407,                 1.7264,                 1.4373,                0.30581,                0.21086,                0.17568,                0.09163,                 1.9649,                 3.8964,                  2.071,                0.00571,                0.00571,                0.00571
                     15,                 1.5048,                 1.6631,                  1.406,                0.42299,                0.26996,                0.23771,                0.12088,                 1.8804,                 2.7177,                 1.8464,                0.00538,                0.00538,                0.00538
                     16,                 1.4473,                 1.5759,                 1.3656,                0.61678,                0.43292,                0.44767,                0.23647,                 1.7786,                 2.5809,                 1.7055,                0.00505,                0.00505,                0.00505
                     17,                 1.4104,                 1.5235,                 1.3704,                0.64506,                0.50982,                0.52633,                0.28252,                 1.5985,                 2.1319,                 1.6063,                0.00472,                0.00472,                0.00472
                     18,                 1.3983,                 1.4564,                 1.3367,                0.64357,                 0.4363,                0.46407,                0.25274,                 1.5981,                 2.2381,                 1.5775,                0.00439,                0.00439,                0.00439
                     19,                 1.4056,                 1.4286,                 1.3268,                0.64983,                0.44344,                0.49826,                0.26514,                 1.5877,                 2.3445,                 1.5592,                0.00406,                0.00406,                0.00406
                     20,                 1.3233,                 1.3228,                 1.2816,                0.65158,                0.52948,                 0.5512,                0.30593,                 1.5455,                 1.7507,                 1.5125,                0.00373,                0.00373,                0.00373
                     21,                 1.4267,                 1.4744,                 1.3484,                0.67428,                0.51083,                0.55669,                0.32536,                 1.5439,                 1.8022,                 1.5004,                 0.0034,                 0.0034,                 0.0034
                     22,                    1.4,                 1.4686,                  1.354,                0.71282,                0.55356,                0.60809,                0.35127,                 1.5403,                 1.5917,                 1.4777,                0.00307,                0.00307,                0.00307
                     23,                 1.3573,                  1.337,                 1.3085,                 0.7532,                0.62162,                0.68467,                0.39358,                 1.5317,                 1.3685,                 1.4585,                0.00274,                0.00274,                0.00274
                     24,                 1.3745,                  1.316,                 1.3754,                0.75544,                0.63592,                0.69715,                0.39915,                 1.5177,                 1.3344,                 1.4766,                0.00241,                0.00241,                0.00241
                     25,                 1.3342,                 1.2803,                 1.2861,                0.78714,                 0.6118,                0.69337,                0.39392,                 1.5146,                 1.3569,                 1.4737,                0.00208,                0.00208,                0.00208
                     26,                 1.3191,                 1.2054,                 1.2677,                0.77999,                0.64297,                0.71365,                0.40553,                 1.5197,                 1.3098,                 1.4595,                0.00175,                0.00175,                0.00175
                     27,                  1.294,                 1.1828,                 1.2686,                0.79854,                0.64566,                0.73381,                0.43092,                 1.4731,                 1.2547,                 1.4136,                0.00142,                0.00142,                0.00142
                     28,                 1.2746,                 1.1537,                 1.2585,                 0.7857,                0.66488,                0.74018,                0.42974,                 1.4989,                 1.2778,                 1.4282,                0.00109,                0.00109,                0.00109
                     29,                 1.2249,                 1.0945,                 1.2216,                0.80299,                0.67024,                0.75316,                0.45645,                 1.4268,                    1.2,                 1.3684,                0.00076,                0.00076,                0.00076
                     30,                 1.2012,                  1.074,                 1.1996,                 0.8125,                0.66744,                0.75073,                0.45624,                 1.4174,                 1.1831,                 1.3731,                0.00043,                0.00043,                0.00043
