                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.5525,                 2.2409,                 1.3485,                0.29612,                0.21678,                0.18709,                 0.0894,                 1.9085,                 3.0406,                 1.8776,                0.00538,                0.00538,                0.00538
                     16,                 1.5017,                 2.1336,                 1.3636,                0.22685,                0.21049,                0.13438,                 0.0598,                 1.9272,                 3.1447,                 1.9616,                0.00505,                0.00505,                0.00505
                     17,                 1.4713,                 1.9171,                 1.3669,                0.33294,                0.31728,                 0.2262,                0.10457,                 1.8576,                 3.0781,                 1.7084,                0.00472,                0.00472,                0.00472
                     18,                 1.4325,                 1.9693,                 1.3772,                0.50644,                0.41616,                0.40546,                0.19543,                 1.8243,                   2.33,                 1.7041,                0.00439,                0.00439,                0.00439
                     19,                 1.3547,                 1.7775,                 1.2858,                0.44463,                0.38144,                0.32431,                0.15595,                 1.8718,                 3.0751,                 1.7357,                0.00406,                0.00406,                0.00406
                     20,                 1.3463,                 1.7877,                 1.2705,                0.31711,                0.44657,                0.27506,                0.12507,                 1.8558,                  3.157,                 1.6982,                0.00373,                0.00373,                0.00373
                     21,                 1.5364,                 2.1411,                 1.3219,                0.48907,                0.33821,                0.31783,                0.15263,                 1.9365,                  2.658,                   1.79,                 0.0034,                 0.0034,                 0.0034
                     22,                 1.3565,                 1.9402,                 1.2732,                0.36957,                0.35013,                0.25184,                0.12767,                 1.9734,                 3.4262,                 1.9378,                0.00307,                0.00307,                0.00307
                     23,                 1.4287,                 1.9929,                 1.3147,                0.39282,                0.46674,                0.32662,                0.16711,                 1.7973,                 2.9725,                 1.6559,                0.00274,                0.00274,                0.00274
                     24,                 1.3253,                 1.6536,                 1.2369,                0.42644,                0.44738,                0.39603,                 0.2096,                 1.6782,                 2.1346,                 1.4968,                0.00241,                0.00241,                0.00241
                     25,                 1.2666,                 2.0065,                 1.2523,                0.56261,                0.50445,                0.52155,                0.28165,                 1.6204,                 1.9962,                 1.4629,                0.00208,                0.00208,                0.00208
                     26,                 1.2516,                 1.5988,                 1.2301,                0.62136,                0.54819,                0.59411,                  0.329,                 1.5705,                   1.77,                  1.441,                0.00175,                0.00175,                0.00175
                     27,                 1.2728,                 1.5201,                  1.241,                0.73634,                0.57609,                 0.6431,                 0.3673,                    1.6,                 1.6164,                 1.4745,                0.00142,                0.00142,                0.00142
                     28,                 1.2522,                 1.5051,                 1.1896,                0.77756,                 0.6014,                0.68005,                 0.3904,                 1.5349,                 1.4706,                 1.4172,                0.00109,                0.00109,                0.00109
                     29,                 1.2022,                 1.3363,                 1.1483,                0.78296,                0.60479,                0.68513,                0.40147,                 1.5057,                 1.4584,                 1.3898,                0.00076,                0.00076,                0.00076
                     30,                 1.1477,                 1.2898,                 1.1299,                 0.7788,                0.63854,                 0.7091,                0.41857,                 1.4657,                 1.3764,                 1.3481,                0.00043,                0.00043,                0.00043
