                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7998,                  4.064,                 1.6525,                0.00272,                   0.68,                 0.0517,                0.02775,                 1.5208,                 3.4475,                  1.527,                 0.0919,                 0.0009,                 0.0009
                      2,                 1.6433,                 3.8802,                 1.5467,                0.00309,                0.76025,                0.08457,                0.04185,                 1.3966,                  3.239,                 1.3844,               0.082837,              0.0018373,              0.0018373
                      3,                 1.5241,                 3.5723,                 1.4682,                0.00314,                0.80356,                0.14138,                0.07143,                 1.3636,                 3.1521,                 1.2831,               0.073709,              0.0027086,              0.0027086
                      4,                 1.5084,                  3.083,                 1.4466,                0.00315,                0.79444,                0.19448,                0.10417,                 1.3859,                  3.151,                 1.3157,               0.064514,              0.0035139,              0.0035139
                      5,                 1.4964,                 2.6428,                 1.3968,                0.00327,                0.82962,                0.23877,                0.11923,                 1.4714,                 3.0552,                 1.3487,               0.055253,              0.0042532,              0.0042532
                      6,                 1.4987,                 2.4073,                 1.3572,                0.88356,                0.09407,                0.36042,                0.18813,                 1.4233,                 2.9605,                 1.3614,               0.045927,              0.0049265,              0.0049265
                      7,                 1.4941,                 2.1901,                 1.3321,                0.82814,                 0.1355,                0.39641,                0.20687,                 1.5297,                 2.8862,                 1.4694,               0.036534,              0.0055338,              0.0055338
                      8,                 1.4803,                 2.1106,                 1.3455,                0.74203,                0.07863,                0.25157,                0.11654,                 1.7735,                 3.1034,                 1.6037,               0.027075,              0.0060751,              0.0060751
                      9,                 1.4798,                 1.9636,                 1.3319,                0.66149,                0.17348,                0.27258,                0.13245,                 1.8332,                  3.009,                 1.7329,                0.01755,              0.0065504,              0.0065504
                     10,                 1.5377,                 1.9871,                 1.3808,                0.58489,                0.15006,                0.20225,                0.07834,                 2.3455,                 3.1631,                 2.3826,              0.0079597,              0.0069597,              0.0069597
                     11,                 1.5799,                 1.9699,                 1.3975,                0.53622,                0.20037,                0.23821,                0.10442,                 1.9278,                 3.0976,                 1.9412,                 0.0067,                 0.0067,                 0.0067
                     12,                  1.575,                 1.9834,                 1.4125,                0.49245,                0.29028,                0.27703,                0.13505,                 1.7735,                 2.9196,                 1.7484,                0.00637,                0.00637,                0.00637
                     13,                 1.5394,                  1.876,                 1.3997,                0.33571,                0.33828,                0.21435,                0.10015,                 1.9167,                  3.532,                 1.8893,                0.00604,                0.00604,                0.00604
                     14,                 1.4995,                 1.7982,                 1.3797,                0.28926,                0.29682,                0.17553,                0.07691,                 2.1284,                 5.5336,                  2.027,                0.00571,                0.00571,                0.00571
                     15,                 1.5041,                 1.7243,                 1.3936,                 0.4045,                0.33893,                0.28087,                 0.1189,                  2.045,                 3.2955,                 2.0146,                0.00538,                0.00538,                0.00538
                     16,                 1.4885,                 1.6167,                 1.3462,                0.56717,                 0.3464,                0.37281,                0.17914,                 1.8621,                 2.8126,                 1.8604,                0.00505,                0.00505,                0.00505
                     17,                 1.4638,                 1.6323,                 1.3759,                0.54099,                0.29607,                0.27001,                0.12845,                 1.7446,                 2.7031,                 1.6391,                0.00472,                0.00472,                0.00472
                     18,                 1.4322,                 1.5271,                 1.3477,                0.49394,                0.34909,                0.31408,                0.15651,                 1.7197,                 2.8577,                  1.669,                0.00439,                0.00439,                0.00439
                     19,                 1.3932,                  1.497,                 1.3241,                0.63099,                0.36429,                 0.3835,                0.19571,                 1.7042,                 2.3283,                 1.5898,                0.00406,                0.00406,                0.00406
                     20,                 1.3661,                 1.4637,                 1.3151,                0.52116,                0.43404,                0.40703,                0.21276,                 1.6626,                 2.3714,                 1.6564,                0.00373,                0.00373,                0.00373
                     21,                 1.3478,                 1.5072,                 1.3101,                0.67839,                 0.4977,                0.58355,                0.32268,                  1.586,                 1.8027,                 1.5376,                 0.0034,                 0.0034,                 0.0034
                     22,                 1.3335,                 1.4722,                 1.3001,                0.59619,                0.41612,                0.44378,                0.23425,                 1.7604,                 2.1593,                 1.7183,                0.00307,                0.00307,                0.00307
                     23,                 1.3192,                  1.376,                 1.2872,                0.66508,                0.48062,                0.51143,                0.27304,                 1.6846,                 1.8534,                  1.607,                0.00274,                0.00274,                0.00274
                     24,                 1.3001,                 1.3276,                 1.2681,                0.70105,                0.55348,                0.60342,                 0.3248,                 1.6402,                 1.5697,                 1.5561,                0.00241,                0.00241,                0.00241
                     25,                 1.2604,                 1.2422,                 1.2449,                0.74604,                0.56914,                0.63632,                0.35011,                 1.5943,                 1.5046,                 1.5318,                0.00208,                0.00208,                0.00208
                     26,                 1.2501,                 1.2265,                 1.2284,                0.76953,                 0.5424,                0.63033,                0.35393,                 1.5438,                 1.5559,                 1.4807,                0.00175,                0.00175,                0.00175
                     27,                 1.2078,                 1.2227,                 1.2214,                0.74209,                0.54729,                0.62179,                0.35982,                 1.5023,                 1.5938,                 1.4513,                0.00142,                0.00142,                0.00142
                     28,                 1.1735,                 1.1087,                 1.2021,                0.75019,                0.55786,                0.63272,                0.36678,                 1.5024,                 1.5266,                 1.4522,                0.00109,                0.00109,                0.00109
                     29,                 1.1579,                 1.1081,                 1.1808,                0.77727,                0.60006,                0.67976,                 0.3967,                 1.4616,                 1.4129,                 1.4184,                0.00076,                0.00076,                0.00076
                     30,                 1.1314,                  1.104,                 1.1586,                0.78383,                0.61853,                0.70102,                0.41242,                 1.4604,                 1.3564,                 1.4207,                0.00043,                0.00043,                0.00043
