                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6916,                 3.9968,                 1.5893,                0.00281,                0.67644,                0.07067,                0.03759,                 1.4778,                 3.3773,                 1.4509,                 0.0901,                 0.0011,                 0.0011
                      2,                  1.521,                 3.7843,                 1.4497,                0.00301,                0.75688,                0.18384,                0.10246,                 1.3579,                 3.1739,                 1.3264,               0.079224,              0.0022241,              0.0022241
                      3,                 1.4854,                 3.3849,                 1.3512,                0.00314,                0.78335,                0.22244,                 0.1093,                 1.4754,                  3.158,                 1.3637,               0.068269,               0.003269,               0.003269
                      4,                 1.4958,                 2.8849,                 1.3223,                0.81488,                0.04338,                0.31579,                 0.1655,                 1.5345,                 3.0476,                   1.43,               0.057235,              0.0042347,              0.0042347
                      5,                  1.472,                  2.458,                 1.2869,                0.81848,                0.06627,                0.29929,                0.15343,                  1.565,                 2.8618,                 1.3864,               0.046121,              0.0051212,              0.0051212
                      6,                 1.4398,                 2.2237,                 1.2779,                0.34272,                0.05299,                0.08891,                0.04406,                 1.9765,                 3.4312,                 2.0162,               0.034929,              0.0059285,              0.0059285
                      7,                 1.5035,                 2.2161,                 1.3266,                0.65975,                0.10401,                 0.3127,                0.14304,                 1.8682,                 2.8918,                 1.7177,               0.023657,              0.0066566,              0.0066566
                      8,                 1.5385,                 2.1258,                 1.3462,                0.34301,                 0.1818,                0.18173,                0.08174,                 1.9042,                 3.1383,                 1.8342,               0.012305,              0.0073055,              0.0073055
                      9,                 1.5628,                 2.1116,                 1.3752,                 0.3974,                0.25107,                0.23445,                0.11046,                 1.9596,                 3.0611,                 1.8944,                0.00736,                0.00736,                0.00736
                     10,                 1.5969,                 2.0522,                  1.419,                0.21769,                0.26414,                0.11298,                 0.0487,                 2.0543,                 6.6532,                 2.0465,                0.00703,                0.00703,                0.00703
                     11,                 1.5497,                 1.9443,                 1.3823,                0.17152,                0.23316,                0.07242,                0.03357,                  2.052,                 10.368,                      2,                 0.0067,                 0.0067,                 0.0067
                     12,                 1.5367,                 1.8475,                 1.4005,                0.31162,                 0.3489,                0.19934,                0.08877,                 2.0084,                 4.5988,                 2.0673,                0.00637,                0.00637,                0.00637
                     13,                 1.4995,                 1.7884,                 1.3734,                 0.2566,                0.22323,                0.11718,                0.05338,                 2.0727,                 6.6212,                 2.1078,                0.00604,                0.00604,                0.00604
                     14,                 1.4948,                 1.7055,                  1.361,                 0.2399,                0.21378,                0.13795,                0.06006,                 2.1155,                 4.6731,                 2.1275,                0.00571,                0.00571,                0.00571
                     15,                 1.4394,                 1.6106,                 1.3455,                0.53877,                0.42045,                0.41439,                0.21074,                 1.7911,                 2.2058,                 1.7449,                0.00538,                0.00538,                0.00538
                     16,                 1.4066,                 1.5501,                 1.3219,                0.42041,                0.39359,                0.32544,                0.16272,                 1.7794,                 2.6188,                 1.7519,                0.00505,                0.00505,                0.00505
                     17,                 1.3922,                 1.5411,                 1.3292,                 0.5216,                0.42091,                0.41193,                0.19752,                 1.8221,                 2.2327,                 1.7737,                0.00472,                0.00472,                0.00472
                     18,                 1.3901,                 1.4635,                 1.2947,                0.60785,                0.39427,                0.41927,                0.21608,                 1.8044,                 2.4005,                 1.7368,                0.00439,                0.00439,                0.00439
                     19,                 1.3268,                 1.3572,                 1.2744,                0.60717,                0.47598,                0.49666,                 0.2539,                 1.7053,                 2.0317,                 1.6144,                0.00406,                0.00406,                0.00406
                     20,                 1.3136,                 1.3576,                 1.2471,                0.66332,                0.50797,                 0.5578,                0.30287,                 1.6257,                 1.7698,                 1.5546,                0.00373,                0.00373,                0.00373
                     21,                 1.3216,                 1.4744,                 1.2713,                0.68109,                0.52971,                0.58114,                0.31173,                 1.6503,                 1.6986,                 1.4975,                 0.0034,                 0.0034,                 0.0034
                     22,                 1.3211,                 1.3851,                 1.2486,                0.75717,                0.61392,                0.67724,                0.38597,                 1.5514,                 1.4332,                 1.4208,                0.00307,                0.00307,                0.00307
                     23,                 1.2962,                 1.3555,                 1.2534,                 0.7379,                0.60517,                0.65473,                0.37112,                 1.5518,                 1.5521,                 1.4333,                0.00274,                0.00274,                0.00274
                     24,                 1.2499,                 1.2828,                 1.2285,                0.74726,                  0.568,                0.65276,                0.36422,                 1.5657,                  1.532,                 1.4364,                0.00241,                0.00241,                0.00241
                     25,                  1.216,                 1.2639,                 1.2021,                 0.7611,                0.59426,                0.66125,                0.38234,                 1.5445,                 1.4615,                  1.438,                0.00208,                0.00208,                0.00208
                     26,                 1.2166,                 1.2103,                 1.1981,                0.74464,                 0.6106,                0.67717,                 0.3868,                 1.5396,                  1.406,                 1.4245,                0.00175,                0.00175,                0.00175
                     27,                 1.2055,                 1.1766,                 1.1885,                 0.7697,                0.61646,                0.69421,                0.40624,                 1.4775,                 1.3418,                 1.3827,                0.00142,                0.00142,                0.00142
                     28,                 1.1546,                 1.1278,                 1.1628,                 0.7634,                0.64522,                0.70843,                0.42042,                 1.4517,                 1.3375,                 1.3802,                0.00109,                0.00109,                0.00109
                     29,                 1.1755,                 1.1223,                 1.1691,                0.80838,                0.66393,                0.73587,                0.43809,                 1.4358,                 1.2398,                 1.3607,                0.00076,                0.00076,                0.00076
                     30,                 1.1186,                 1.0665,                 1.1463,                0.81723,                0.66646,                0.74793,                0.44851,                 1.4246,                 1.2078,                 1.3534,                0.00043,                0.00043,                0.00043
