                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7181,                 4.0065,                 1.5617,                0.00236,                0.57259,                 0.0335,                 0.0197,                 1.5309,                 3.4435,                 1.5201,                 0.0964,                 0.0004,                 0.0004
                      2,                 1.6793,                 3.9729,                 1.5831,                0.00243,                0.58934,                0.03654,                0.02154,                 1.4934,                 3.4251,                 1.4882,                0.09187,              0.0008703,              0.0008703
                      3,                  1.611,                 3.8911,                 1.5126,                0.00254,                0.61806,                0.04487,                0.02704,                 1.4545,                 3.2916,                 1.4471,               0.087308,              0.0013076,              0.0013076
                      4,                 1.5078,                 3.8171,                 1.4646,                0.00277,                0.68187,                0.06588,                0.03881,                 1.3725,                 3.2423,                  1.368,               0.082712,              0.0017119,              0.0017119
                      5,                  1.399,                 3.6453,                 1.3916,                0.00307,                0.77144,                0.10379,                0.05892,                 1.3414,                 3.1738,                 1.2974,               0.078083,              0.0020832,              0.0020832
                      6,                 1.3988,                 3.4876,                 1.3909,                0.00312,                 0.7956,                0.16033,                0.08887,                 1.3423,                 3.1601,                 1.2942,               0.073422,              0.0024215,              0.0024215
                      7,                 1.4832,                 3.1426,                 1.4069,                0.00341,                0.82446,                0.21532,                 0.1189,                 1.3243,                 3.1661,                 1.3196,               0.068727,              0.0027268,              0.0027268
                      8,                 1.4988,                 2.9629,                 1.4378,                 0.0033,                0.84487,                0.23597,                0.12838,                 1.2919,                 3.1181,                 1.2814,               0.063999,              0.0029991,              0.0029991
                      9,                 1.4508,                 2.6814,                  1.411,                 0.0034,                0.86271,                 0.2485,                0.12919,                 1.3205,                 3.1197,                  1.314,               0.059238,              0.0032384,              0.0032384
                     10,                 1.4815,                 2.6467,                  1.422,                0.45789,                0.33261,                0.30871,                0.15936,                 1.3163,                   3.01,                 1.2691,               0.054445,              0.0034447,              0.0034447
                     11,                 1.3953,                 2.3509,                 1.3683,                0.86617,                 0.0374,                0.28841,                0.15697,                 1.3489,                 2.9663,                 1.3108,               0.049618,               0.003618,               0.003618
                     12,                 1.3466,                 2.2322,                 1.3096,                0.84191,                0.08631,                0.35723,                0.19012,                 1.3975,                 2.9143,                 1.3633,               0.044758,              0.0037583,              0.0037583
                     13,                 1.3519,                 2.1491,                 1.3402,                0.84714,                0.11529,                0.36436,                0.19124,                 1.4145,                 2.8649,                 1.4217,               0.039866,              0.0038656,              0.0038656
                     14,                 1.3517,                 2.0644,                 1.3221,                0.57302,                0.11901,                0.32732,                0.17548,                 1.4643,                 2.8655,                 1.4681,                0.03494,              0.0039399,              0.0039399
                     15,                 1.3628,                 2.0268,                 1.3094,                0.49464,                0.14477,                0.36094,                0.19324,                 1.4413,                  2.872,                 1.4499,               0.029981,              0.0039812,              0.0039812
                     16,                 1.3486,                 1.9838,                 1.3033,                0.67925,                 0.1676,                 0.3239,                0.16888,                 1.5265,                 2.9497,                 1.5605,               0.024989,              0.0039895,              0.0039895
