                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6715,                  3.843,                 1.5921,                  0.003,                0.72794,                0.08002,                0.04475,                 1.4834,                 3.3845,                 1.4597,                 0.0964,                 0.0004,                 0.0004
                      2,                 1.7817,                 4.0639,                 1.6533,                0.00285,                0.70763,                0.08766,                0.04979,                 1.4601,                 3.3822,                 1.4527,                0.09187,              0.0008703,              0.0008703
                      3,                 1.6635,                 3.8295,                 1.5949,                0.00298,                0.73865,                0.11841,                0.06705,                  1.398,                 3.2385,                 1.3962,               0.087308,              0.0013076,              0.0013076
                      4,                 1.5112,                 3.6564,                 1.4644,                0.00312,                0.76413,                0.13936,                0.08002,                 1.3699,                  3.222,                 1.3697,               0.082712,              0.0017119,              0.0017119
                      5,                 1.5256,                 3.5446,                  1.447,                0.00329,                0.78636,                0.15068,                0.08665,                 1.3595,                 3.2069,                 1.3489,               0.078083,              0.0020832,              0.0020832
                      6,                 1.4487,                 3.3123,                 1.3782,                 0.0031,                0.76981,                0.14156,                0.07922,                 1.3648,                 3.2122,                 1.3485,               0.073422,              0.0024215,              0.0024215
                      7,                 1.5149,                 3.1395,                 1.3904,                 0.0031,                0.76479,                0.19751,                0.10972,                  1.397,                 3.2169,                 1.3738,               0.068727,              0.0027268,              0.0027268
                      8,                 1.4469,                 2.9032,                 1.3526,                0.00317,                0.77708,                0.27714,                0.15629,                 1.4111,                 3.1752,                 1.3628,               0.063999,              0.0029991,              0.0029991
                      9,                 1.4083,                 2.6983,                 1.3115,                0.00317,                0.71021,                0.23749,                0.12907,                 1.4892,                  3.227,                 1.4871,               0.059238,              0.0032384,              0.0032384
                     10,                 1.4655,                 2.5818,                 1.3576,                0.00298,                0.64956,                0.10776,                0.05923,                 1.7081,                 3.4198,                 1.7275,               0.054445,              0.0034447,              0.0034447
                     11,                 1.4319,                 2.3883,                 1.3162,                0.74506,                0.04686,                0.22102,                0.11647,                 1.5802,                 3.2193,                 1.5637,               0.049618,               0.003618,               0.003618
                     12,                 1.4061,                 2.2798,                 1.2737,                0.82076,                0.10046,                0.37325,                0.19338,                  1.486,                 2.8658,                 1.3804,               0.044758,              0.0037583,              0.0037583
                     13,                 1.3667,                 2.2721,                 1.2562,                0.79424,                0.06998,                0.29848,                 0.1466,                 1.6163,                  2.983,                 1.4871,               0.039866,              0.0038656,              0.0038656
                     14,                 1.3685,                 2.1347,                 1.2451,                0.74874,                0.04301,                0.20934,                0.09658,                  1.756,                 3.0951,                 1.6137,                0.03494,              0.0039399,              0.0039399
                     15,                 1.3458,                 2.1385,                 1.2473,                0.55536,                 0.0923,                0.27943,                0.12232,                 1.7272,                 2.9676,                 1.5475,               0.029981,              0.0039812,              0.0039812
                     16,                 1.3198,                 2.0593,                 1.2651,                0.57754,                0.20559,                0.34398,                0.16788,                 1.6295,                 2.7108,                 1.4395,               0.024989,              0.0039895,              0.0039895
                     17,                 1.3809,                 1.9979,                 1.2682,                0.61173,                0.22343,                 0.3255,                0.15593,                 1.6333,                  2.716,                  1.492,               0.019965,              0.0039648,              0.0039648
                     18,                 1.3456,                 2.0048,                 1.2481,                0.63684,                0.29307,                0.38076,                0.18563,                 1.6228,                 2.5775,                 1.4531,               0.014907,              0.0039071,              0.0039071
                     19,                 1.3778,                 1.9082,                 1.2496,                  0.495,                0.32484,                0.30505,                0.13568,                 1.7404,                 2.6059,                 1.5007,              0.0098164,              0.0038164,              0.0038164
                     20,                 1.3801,                 1.9001,                  1.257,                0.54563,                0.32444,                0.35809,                0.16947,                 1.6974,                 2.5789,                 1.4554,              0.0046927,              0.0036927,              0.0036927
                     21,                 1.2874,                 2.1897,                 1.2359,                0.60933,                0.23414,                0.30629,                0.13606,                 1.7154,                 2.7093,                 1.4987,                 0.0034,                 0.0034,                 0.0034
                     22,                 1.2838,                 2.0867,                  1.236,                0.70516,                0.21968,                0.33151,                0.15931,                 1.6367,                 2.6496,                 1.4883,                0.00307,                0.00307,                0.00307
                     23,                 1.3122,                 2.0001,                 1.2605,                0.62441,                0.26429,                0.37067,                0.18768,                  1.608,                 2.6266,                  1.487,                0.00274,                0.00274,                0.00274
                     24,                  1.271,                 1.9376,                 1.2035,                0.59532,                0.28033,                0.36642,                0.18007,                 1.6336,                  2.557,                 1.4883,                0.00241,                0.00241,                0.00241
                     25,                 1.2175,                 1.8331,                 1.1821,                0.56311,                 0.2969,                0.36057,                0.18034,                  1.669,                 2.5279,                 1.5123,                0.00208,                0.00208,                0.00208
                     26,                 1.2188,                 1.7664,                 1.1685,                0.58217,                0.35505,                0.41063,                  0.204,                 1.6897,                 2.3797,                 1.5201,                0.00175,                0.00175,                0.00175
                     27,                 1.2071,                 1.7214,                 1.1721,                0.57289,                0.39319,                 0.4148,                 0.2021,                 1.7033,                 2.3093,                 1.5079,                0.00142,                0.00142,                0.00142
                     28,                 1.1628,                 1.6568,                 1.1474,                0.58073,                0.43675,                0.46546,                0.23898,                 1.6663,                 2.2121,                 1.4773,                0.00109,                0.00109,                0.00109
                     29,                 1.1448,                 1.6295,                 1.1338,                0.59752,                0.46225,                 0.4952,                0.25678,                 1.6182,                 2.0958,                 1.4097,                0.00076,                0.00076,                0.00076
                     30,                 1.1645,                 1.6307,                 1.1374,                0.61004,                 0.5187,                0.54574,                 0.2883,                 1.5902,                 1.9236,                 1.3793,                0.00043,                0.00043,                0.00043
